t,x,y,z
6,1.66667,0,0.130181
6,1.66667,0.555556,0.103089
6,1.66667,1.11111,0.0816348
6,1.66667,1.66667,0.0646457
6,1.66667,2.22222,0.0511923
6,1.66667,2.77778,0.0405386
6,1.66667,3.33333,0.0321021
6,1.66667,3.88889,0.0254213
6,1.66667,4.44444,0.0201309
6,1.66667,5,0.0159414
6,2.22222,0,0.0418873
6,2.22222,0.555556,0.0331701
6,2.22222,1.11111,0.0262671
6,2.22222,1.66667,0.0208006
6,2.22222,2.22222,0.0164718
6,2.22222,2.77778,0.0130438
6,2.22222,3.33333,0.0103293
6,2.22222,3.88889,0.00817965
6,2.22222,4.44444,0.00647738
6,2.22222,5,0.00512937
6,2.77778,0,-0.045791
6,2.77778,0.555556,-0.0362614
6,2.77778,1.11111,-0.028715
6,2.77778,1.66667,-0.0227391
6,2.77778,2.22222,-0.0180069
6,2.77778,2.77778,-0.0142595
6,2.77778,3.33333,-0.0112919
6,2.77778,3.88889,-0.00894196
6,2.77778,4.44444,-0.00708104
6,2.77778,5,-0.0056074
6,3.33333,0,-0.0654513
6,3.33333,0.555556,-0.0518302
6,3.33333,1.11111,-0.0410438
6,3.33333,1.66667,-0.0325022
6,3.33333,2.22222,-0.0257381
6,3.33333,2.77778,-0.0203818
6,3.33333,3.33333,-0.0161401
6,3.33333,3.88889,-0.0127812
6,3.33333,4.44444,-0.0101213
6,3.33333,5,-0.00801493
6,3.88889,0,-0.0272929
6,3.88889,0.555556,-0.021613
6,3.88889,1.11111,-0.0171151
6,3.88889,1.66667,-0.0135533
6,3.88889,2.22222,-0.0107327
6,3.88889,2.77778,-0.00849911
6,3.88889,3.33333,-0.00673035
6,3.88889,3.88889,-0.0053297
6,3.88889,4.44444,-0.00422053
6,3.88889,5,-0.00334219
6,4.44444,0,0.0176887
6,4.44444,0.555556,0.0140075
6,4.44444,1.11111,0.0110924
6,4.44444,1.66667,0.00878396
6,4.44444,2.22222,0.00695592
6,4.44444,2.77778,0.00550832
6,4.44444,3.33333,0.00436198
6,4.44444,3.88889,0.00345421
6,4.44444,4.44444,0.00273535
6,4.44444,5,0.0021661
6,5,0,0.0322517
6,5,0.555556,0.0255398
6,5,1.11111,0.0202247
6,5,1.66667,0.0160157
6,5,2.22222,0.0126827
6,5,2.77778,0.0100433
6,5,3.33333,0.00795317
6,5,3.88889,0.00629803
6,5,4.44444,0.00498734
6,5,5,0.00394943
7,0,0,-0.209587
7,0,0.555556,-0.165969
7,0,1.11111,-0.131429
7,0,1.66667,-0.104078
7,0,2.22222,-0.082418
7,0,2.77778,-0.065266
7,0,3.33333,-0.0516834
7,0,3.88889,-0.0409276
7,0,4.44444,-0.0324101
7,0,5,-0.0256652
7,0.555556,0,-0.114251
7,0.555556,0.555556,-0.0904741
7,0.555556,1.11111,-0.0716455
7,0.555556,1.66667,-0.0567353
7,0.555556,2.22222,-0.0449281
7,0.555556,2.77778,-0.0355781
7,0.555556,3.33333,-0.0281739
7,0.555556,3.88889,-0.0223106
7,0.555556,4.44444,-0.0176676
7,0.555556,5,-0.0139908
7,1.11111,0,0.0336628
7,1.11111,0.555556,0.0266572
7,1.11111,1.11111,0.0211096
7,1.11111,1.66667,0.0167165
7,1.11111,2.22222,0.0132376
7,1.11111,2.77778,0.0104827
7,1.11111,3.33333,0.00830115
7,1.11111,3.88889,0.00657359
7,1.11111,4.44444,0.00520556
7,1.11111,5,0.00412223
7,1.66667,0,0.100451
7,1.66667,0.555556,0.0795464
7,1.66667,1.11111,0.062992
7,1.66667,1.66667,0.0498827
7,1.66667,2.22222,0.0395016
7,1.66667,2.77778,0.0312809
7,1.66667,3.33333,0.024771
7,1.66667,3.88889,0.0196159
7,1.66667,4.44444,0.0155336
7,1.66667,5,0.0123009
7,2.22222,0,0.0648486
7,2.22222,0.555556,0.051353
7,2.22222,1.11111,0.0406659
7,2.22222,1.66667,0.0322029
7,2.22222,2.22222,0.0255011
7,2.22222,2.77778,0.0201941
7,2.22222,3.33333,0.0159915
7,2.22222,3.88889,0.0126635
7,2.22222,4.44444,0.0100281
7,2.22222,5,0.00794113
7,2.77778,0,-0.00749973
7,2.77778,0.555556,-0.00593896
7,2.77778,1.11111,-0.004703
7,2.77778,1.66667,-0.00372425
7,2.77778,2.22222,-0.0029492
7,2.77778,2.77778,-0.00233544
7,2.77778,3.33333,-0.00184941
7,2.77778,3.88889,-0.00146453
7,2.77778,4.44444,-0.00115974
7,2.77778,5,-0.00091839
7,3.33333,0,-0.0470835
7,3.33333,0.555556,-0.037285
7,3.33333,1.11111,-0.0295256
7,3.33333,1.66667,-0.023381
7,3.33333,2.22222,-0.0185152
7,3.33333,2.77778,-0.014662
7,3.33333,3.33333,-0.0116107
7,3.33333,3.88889,-0.00919436
7,3.33333,4.44444,-0.00728092
7,3.33333,5,-0.00576568
7,3.88889,0,-0.0355873
7,3.88889,0.555556,-0.0281812
7,3.88889,1.11111,-0.0223164
7,3.88889,1.66667,-0.0176721
7,3.88889,2.22222,-0.0139944
7,3.88889,2.77778,-0.011082
7,3.88889,3.33333,-0.00877572
7,3.88889,3.88889,-0.0069494
7,3.88889,4.44444,-0.00550316
7,3.88889,5,-0.00435789
7,4.44444,0,-0.000927178
7,4.44444,0.555556,-0.000734223
7,4.44444,1.11111,-0.000581423
7,4.44444,1.66667,-0.000460423
7,4.44444,2.22222,-0.000364604
7,4.44444,2.77778,-0.000288726
7,4.44444,3.33333,-0.000228639
7,4.44444,3.88889,-0.000181057
7,4.44444,4.44444,-0.000143377
7,4.44444,5,-0.000113539
7,5,0,0.021523
7,5,0.555556,0.0170438
7,5,1.11111,0.0134968
7,5,1.66667,0.010688
7,5,2.22222,0.00846372
7,5,2.77778,0.00670233
7,5,3.33333,0.00530751
7,5,3.88889,0.00420296
7,5,4.44444,0.00332828
7,5,5,0.00263563
8,0,0,-0.136032
8,0,0.555556,-0.107722
8,0,1.11111,-0.0853042
8,0,1.66667,-0.0675515
8,0,2.22222,-0.0534934
8,0,2.77778,-0.0423608
8,0,3.33333,-0.0335451
8,0,3.88889,-0.026564
8,0,4.44444,-0.0210358
8,0,5,-0.016658
8,0.555556,0,-0.126809
8,0.555556,0.555556,-0.100419
8,0.555556,1.11111,-0.0795205
8,0.555556,1.66667,-0.0629715
8,0.555556,2.22222,-0.0498665
8,0.555556,2.77778,-0.0394887
8,0.555556,3.33333,-0.0312707
8,0.555556,3.88889,-0.0247629
8,0.555556,4.44444,-0.0196095
